source_name,source_number,permit_number,permit_type,permit_type2,line1_addr,city_text,zip_cd,latitude,longitude
"Shot Rock, LLC",37-0203,37-0203-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Mountain West,37-0207,37-0207-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"Weathers Crushing, Inc.",37-0210,37-0210-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Five Star Builders, Inc.",37-0216,37-0216-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
"Seubert Excavators, Inc.",37-0218,37-0218-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"J. Davidson & Sons Const. Co., Inc.",37-0223,37-0223-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Moore Excavation, Inc.",37-0225,37-0225-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Portland Road and Driveway Co., Inc.",37-0226,37-0226-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Taylor Northwest, LLC",37-0227,37-0227-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Umatilla Ready Mix, Inc.",37-0228,37-0228-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Interstate Concrete and Asphalt Company,37-0231,37-0231-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0232,37-0232-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Sherman County Road Department,37-0237,37-0237-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0238,37-0238-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0239,37-0239-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
"J. Davidson & Sons Const. Co., Inc.",37-0248,37-0248-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Pardue Construction LLC,37-0257,37-0257-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Harrington Rock Products,37-0264,37-0264-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Jefferson County Public Works Department,37-0267,37-0267-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Farmington Mobile Crushing, LLC",37-0271,37-0271-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Main Rock Products, Inc.",37-0274,37-0274-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Coos County Road Department,37-0275,37-0275-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Tidewater Contractors, Inc.",37-0277,37-0277-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"LTM, Incorporated",37-0289,37-0289-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"Cadman Materials, Inc.",37-0290,37-0290-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0293,37-0293-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0298,37-0298-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"Umpqua Aggregate Resources, LLC",37-0302,37-0302-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
Bayview Asphalt Inc.,37-0306,37-0306-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0308,37-0308-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"B & B Roads, Inc.",37-0309,37-0309-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Glacier Northwest, Inc.",37-0316,37-0316-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
Road & Driveway Co.,37-0321,37-0321-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"LTM, Incorporated",37-0323,37-0323-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
M. L. Houck Construction Co.,37-0326,37-0326-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"LTM, Incorporated",37-0338,37-0338-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Harney Rock & Paving Co.,37-0342,37-0342-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0344,37-0344-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
City of Portland,37-0347,37-0347-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0349,37-0349-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Munsen Paving L.L.C.,37-0356,37-0356-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"Humbert Asphalt, Inc.",37-0368,37-0368-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Seubert Excavators, Inc.",37-0379,37-0379-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Braxling & Braxling, Inc.",37-0381,37-0381-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Tidewater Contractors, Inc.",37-0386,37-0386-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0393,37-0393-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0394,37-0394-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
"South County Asphalt, LLC",37-0397,37-0397-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"Oregon Mainline Paving, LLC",37-0402,37-0402-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0403,37-0403-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"Glacier Northwest, Inc.",37-0408,37-0408-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
Baker County Road Department,37-0410,37-0410-BS-02,BS,BS,PORTABLE,PORTABLE,97999,0,0
S-C Paving Company,37-0423,37-0423-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Roy L. Houck Construction Co.,37-0424,37-0424-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"Mt. Hood Asphalt Products, Inc.",37-0425,37-0425-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"LTM, Incorporated",37-0428,37-0428-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Munsen Paving, L.L.C.",37-0430,37-0430-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Hampton's Incorporated dba Rogers Asphalt Paving Co.,37-0431,37-0431-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
Southern Oregon Rock LLC,37-0445,37-0445-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Cedar Creek Quarries, Inc.",37-0446,37-0446-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Gilliam County Road Department,37-0450,37-0450-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Hatley Construction, Inc.",37-0455,37-0455-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0471,37-0471-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
Roy L. Houck Construction Co.,37-0478,37-0478-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0488,37-0488-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"JAL Construction, Inc.",37-0490,37-0490-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
"Cadman Materials, Inc.",37-0494,37-0494-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0497,37-0497-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Delhur Industries, Inc.",37-0501,37-0501-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Gettis Paving, Inc.",37-0503,37-0503-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"Robco, Inc.",37-0504,37-0504-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
CPM Development Corporation,37-0505,37-0505-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
"Rogers Northwest, Inc.",37-0507,37-0507-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0508,37-0508-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Weekly Bros., Inc.",37-0512,37-0512-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Imerys Perlite USA, Inc.",37-0514,37-0514-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"4-R Equipment, LLC",37-0516,37-0516-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Crabtree Crushing, Inc.",37-0517,37-0517-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Mountain View Paving, Inc.",37-0522,37-0522-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"Robinson & Owen Heavy Construction, Inc.",37-0525,37-0525-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Winegar Excavating, Inc.",37-0527,37-0527-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
Miller & Sons Welding Inc.,37-0530,37-0530-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Willow Creek Aggregate, Inc.",37-0537,37-0537-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Columbia Northwest Recycling, Inc.",37-0539,37-0539-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Laskey-Clifton Corporation,37-0540,37-0540-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Wilkins Trucking Company, Inc.",37-0541,37-0541-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Staker & Parson Companies,37-0542,37-0542-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Harney Rock & Paving Co.,37-0543,37-0543-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Tidewater Contractors, Inc.",37-0547,37-0547-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
"Freeman Rock, Inc.",37-0548,37-0548-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Tidewater Contractors, Inc.",37-0551,37-0551-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0552,37-0552-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0555,37-0555-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"J. Davidson & Sons Const. Co., Inc.",37-0556,37-0556-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"High Desert Aggregate & Paving, LLC",37-0559,37-0559-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"Cadman Materials, Inc.",37-0560,37-0560-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0562,37-0562-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Laskey-Clifton Corporation,37-0563,37-0563-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"WCP, Inc.",37-0566,37-0566-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0572,37-0572-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
Warrenton Fiber Company,37-0575,37-0575-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Oregon Mainline Paving, LLC",37-0576,37-0576-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"High Desert Aggregate & Paving, LLC",37-0578,37-0578-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
HNS Inc.,37-0579,37-0579-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Evenson Logging Company,37-0583,37-0583-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
"Craig Buche Crushing, Inc.",37-0585,37-0585-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Rock N Road Quarry Products,37-0586,37-0586-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
"Koncrete Industries, Inc.",37-0587,37-0587-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0589,37-0589-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Clint Woodward Construction LLC,37-0591,37-0591-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
"Taylor Northwest, LLC",37-0595,37-0595-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Consolidated Crushing L.L.C.,37-0605,37-0605-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0607,37-0607-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Acme Concrete Paving, Inc.",37-0611,37-0611-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
CPM Development Corporation,37-0614,37-0614-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Roy L. Houck Construction Co.,37-0615,37-0615-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"C.C. Meisel Co., Inc.",37-0623,37-0623-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0625,37-0625-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
"Bar Seven A Companies, Inc.",37-0626,37-0626-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Wesley Wise Excavating,37-0627,37-0627-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0634,37-0634-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Southern Oregon Rock LLC,37-0637,37-0637-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0638,37-0638-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0641,37-0641-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
Rick Franklin Corporation,37-0644,37-0644-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0645,37-0645-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Elder Demolition, Inc.",37-0646,37-0646-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Mark Latham Excavation, Inc.",37-0648,37-0648-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Grizzly Rock Products, LLC",37-0650,37-0650-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
"Cedar Creek Quarries, Inc.",37-0653,37-0653-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Konell Construction & Demolition Corporation,37-0656,37-0656-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"All Rock, LLC",37-0657,37-0657-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0658,37-0658-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
"Southern Oregon Ready Mix, LLC",37-0664,37-0664-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"High Desert Aggregate & Paving, Inc.",37-0666,37-0666-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"Shevlin Sand and Gravel, LLC",37-0670,37-0670-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"C. C. Meisel Co., Inc. dba Meisel Rock Products",37-0671,37-0671-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Rocky Mountain Construction, LLC",37-0675,37-0675-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Moore Excavation, Inc.",37-0676,37-0676-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Interstate Concrete and Asphalt Company,37-0677,37-0677-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
"Clearwater Concrete, Inc.",37-0679,37-0679-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
"Mark Latham Excavation, Inc. dba Latham Excavation",37-0680,37-0680-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
S & K Excavation,37-0683,37-0683-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
"High Desert Aggregate & Paving, Inc.",37-0685,37-0685-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"Rock Products Mfg., Inc.",37-0687,37-0687-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
"Johnny Cat, Inc.",37-0689,37-0689-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
"Morse Bros., Inc. dba Knife River an MDU Resources Company",37-0690,37-0690-08-08,8,G2,PORTABLE,PORTABLE,97999,0,0
Mid Pacific Enterprises Inc.,37-0693,37-0693-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Roy L. Houck Construction Co.,37-0696,37-0696-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"Rocky Mountain Construction, LLC",37-0697,37-0697-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"Concrete Placing Company, Inc.",37-0699,37-0699-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
"T.F.T. Construction, Inc.",37-0705,37-0705-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Concrete Placing Company, Inc.",37-0707,37-0707-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
"Kerr Contractors, Inc.",37-0708,37-0708-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"Clearwater Concrete, Inc.",37-0711,37-0711-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
"Central Washington Asphalt, Inc.",37-0713,37-0713-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"Rocky Mountain Construction, LLC",37-0714,37-0714-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
"Rocky Mountain Construction, LLC",37-0716,37-0716-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"Nehalem Bay Ready Mix Mohler Sand & Gravel, LLC",37-0717,37-0717-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Umpqua Quarries, LLC",37-0719,37-0719-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Culligan Machinery & Contracting Inc.,37-0720,37-0720-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Crestline Construction Company, L.L.C.",37-0722,37-0722-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Interstate Concrete and Asphalt Company,37-0723,37-0723-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
Interstate Concrete and Asphalt Company,37-0726,37-0726-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
"Mark Latham Excavation, Inc.",37-0727,37-0727-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"JAL Construction, Inc.",37-0728,37-0728-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
"Shot Rock, LLC",37-0730,37-0730-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Jack Robinson & Sons, Inc.",37-0733,37-0733-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Jack Robinson & Sons, Inc.",37-0734,37-0734-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Troutdale Sand and Gravel Co.,37-0735,37-0735-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0737,37-0737-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Copenhaver Construction, Inc.",37-0738,37-0738-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Ascorp, Inc.",37-0740,37-0740-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
"Powell Butte Asphalt, LLC",37-0741,37-0741-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"Kerr Contractors Oregon, Inc.",37-0742,37-0742-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
"Big River Construction, Inc.",37-0744,37-0744-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"LTM, Incorporated dba Knife River Materials",37-0746,37-0746-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Johnny Cat, Inc.",37-0748,37-0748-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Premier Excavation, Inc.",37-0749,37-0749-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Don G. Averill Recycling, Inc.",37-0750,37-0750-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
Freel Ranch Quarry LLC,37-0752,37-0752-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Prineville Ready Mix LLC,37-0754,37-0754-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
Interstate Concrete and Asphalt Company,37-0755,37-0755-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
Raito,37-0756,37-0756-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Interstate Concrete and Asphalt Company,37-0759,37-0759-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
CPM Development Corporation,37-0760,37-0760-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Dennis V. Snyder Jr. Contractors,37-0761,37-0761-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
"Glacier Northwest, Inc.",37-0762,37-0762-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
"K & E Excavating, Inc.",37-0763,37-0763-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Interstate Concrete and Asphalt Company,37-0765,37-0765-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
"Fast Lane Mobile Painting, LLC",37-0766,37-0766-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
"Taylor Northwest, LLC",37-0768,37-0768-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
CPM Development Corporation,37-0772,37-0772-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Interstate Concrete and Asphalt Company,37-0773,37-0773-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Taylor Northwest, LLC",37-0774,37-0774-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Godfrey & Yeager Excavating, Inc.",37-0775,37-0775-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Interstate Concrete and Asphalt Company,37-0776,37-0776-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
"Elder Demolition, Inc.",37-0777,37-0777-SI-01,SI,SI,PORTABLE,PORTABLE,97999,0,0
"4-R Equipment, LLC",37-0778,37-0778-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Kincheloe & Sons, Inc.",37-0779,37-0779-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Baker Rock Crushing Co.,37-0780,37-0780-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"K & E Excavating, Inc.",37-0781,37-0781-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Columbia County Crushing LLC,37-0784,37-0784-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Ironhead, Inc.",37-0785,37-0785-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Kiewit Infrastructure West Co.,37-0786,37-0786-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Northwest,37-0787,37-0787-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Peak Sand and Gravel, Inc.",37-0788,37-0788-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Staker & Parson Companies,37-0789,37-0789-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
Knife River Corporation - Mountain West,37-0790,37-0790-07-01,7,G3,PORTABLE,PORTABLE,97999,0,0
"Rock Solid Concrete Products, LLC",37-0791,37-0791-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
Instant Inc,37-0792,37-0792-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
Copenhaver Construction,37-0793,37-0793-08-01,8,G2,PORTABLE,PORTABLE,97999,0,0
"Roats Water System, Inc.",37-0794,37-0794-BS-01,BS,BS,PORTABLE,PORTABLE,97999,0,0
CPM Development Corporation,37-0797,37-0797-09-01,9,G1,PORTABLE,PORTABLE,97999,0,0
Mac Manufacturing Inc,03-0027,03-0027-26-01,26,G1,9120 SE 64TH AVE,PORTLAND,97206-9506,45.4574,-122.5967
"McClure Industries, Inc.",03-0041,03-0041-SI-01,SI,SI,9051 SE 55TH AVE,PORTLAND,97206-0605,45.458,-122.6073
"Wright Manufacturing, LLC",03-0066,03-0066-29-01,29,G4,7474 SE JOHNSON CREEK BLVD,PORTLAND,97206-9328,45.4562,-122.5867
"Skutt Ceramic Products, Inc.",03-0123,03-0123-SI-01,SI,SI,6441 SE JOHNSON CREEK BLVD,PORTLAND,97206,45.4568,-122.5981
"Bob's Red Mill Natural Foods, Inc.",44264.00,03-9509-14-01,Jan-00,G1,13521 SE PHEASANT CT,PORTLAND,97222-1248,45.4244,-122.59
"APRO, LLC",27089.00,03-9574-23-01,Jan-00,G4,10580 SE 82ND AVE,PORTLAND,97086-2314,45.4462,-122.579
"Space Age Fuel, Inc.",28550.00,03-9578-23-01,Jan-00,G4,11214 SE POWELL BLVD,PORTLAND,97266,45.2599,-122.31
Space Age Fuel Inc.,30011.00,03-9582-23-01,Jan-00,G4,5840 SE 17TH AVE,PORTLAND,97202-5209,45.4803,-122.6481
Petrocard Inc.,36586.00,03-9600-22-01,Jan-00,G5,4860 SE 82ND,PORTLAND,97266,45.4875,-122.5774
Nabih Khoury,44278.00,03-9623-23-01,Jan-00,G4,12220 SE FOSTER RD,PORTLAND,97236,45.4767,-122.5354
Jackson Food Stores Inc.,17593.00,03-9648-23-01,Jan-00,G4,12155 SE FOSTER RD,PORTLAND,97266,45.4771,-122.5362
K & F Select Fine Coffees,26-0004,26-0004-16-01,16,G1,2801 SE 14TH AVENUE,PORTLAND,97202,45.5026,-122.6503
"Groundwork Coffee PNW, LLC",26-0007,26-0007-16-01,16,G1,2355 NW VAUGHN ST,PORTLAND,97210,45.5372,-122.6983
Portland Adventist Medical Center,26-0010,26-0010-11-01,11,G2,10300 SE MAIN ST,PORTLAND,97216,45.5143,-122.556
"Alsco, Inc.",26-0011,26-0011-BS-01,BS,BS,5225 SE 26TH AVE,PORTLAND,97202,45.4853,-122.6387
"Craft Brew Alliance, Inc.",26-0024,26-0024-BS-01,BS,BS,924 N RUSSELL ST,PORTLAND,97227,45.5407,-122.6747
Rodda Paint Co.,26-0026,26-0026-ST-01,ST,ST,6123 N MARINE DR,PORTLAND,97203-6443,45.6261,-122.7362
Tata Communications (US) Inc.,26-0040,26-0040-18-01,18,G2,1225 W BURNSIDE ST,PORTLAND,97209-4121,45.5229,-122.6833
"Boden Store Fixtures, Inc.",26-0041,26-0041-10-01,10,G3,5335 NE 109TH AVE,PORTLAND,97220-1127,45.562,-122.5493
Oregon Health and Science University,26-0042,26-0042-12-01,12,G1,3181 SW SAM JACKSON PARK RD,PORTLAND,97239,45.4995,-122.6851
Certi Cleaners,26-0043,26-0043-06-01,6,G6,4118 SE DIVISION ST,PORTLAND,97202-1647,45.5047,-122.6199
"Western Pacific Building Materials, Inc.",26-0045,26-0045-10-01,10,G3,2909 NW 31ST AVE,PORTLAND,97210-1721,45.5434,-122.7134
"Precision Equipment, Inc.",26-0051,26-0051-01-01,1,G3,8440 N KERBY AVE,PORTLAND,97217-1017,45.5844,-122.6718
"Electro-Chem Metal Finishing, Inc.",26-0065,26-0065-05-01,5,G2,4849 SE 26TH AVE,PORTLAND,97202-4601,45.4877,-122.6386
"West Coast Wire Rope & Rigging, Inc.",26-0067,26-0067-05-01,5,G2,2900 NW 29TH AVE,PORTLAND,97210-1706,45.5434,-122.7092
"Portland Roasting Holdings, L.L.C.",26-0070,26-0070-16-01,16,G1,340 SE 7TH AVE,PORTLAND,97214-1201,45.5205,-122.6585
"Pacific Architectural Wood Products, Inc.",26-0072,26-0072-10-01,10,G3,714 NE 55TH AVE,PORTLAND,97213-3150,45.5284,-122.6056
Flint Group Packaging Inks North America LLC,26-0076,26-0076-SI-01,SI,SI,2985 N MARINE DR,PORTLAND,97217,45.6114,-122.6978
Division Cleaners,26-0082,26-0082-06-01,6,G6,13110 SE DIVISION ST,PORTLAND,97236-3092,45.504,-122.5283
